鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
員山鄉,建物,宜蘭縣員山鄉金山西路２５８號７樓,0.0,住,,,1111021,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830112,135.88,3,2,2,有,有,有,12000,88,,0.0,0,,RPQOMLLKJIHGFBG47CC
礁溪鄉,建物,宜蘭縣礁溪鄉德陽路１０４號四樓之六,0.0,住,,,1111018,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711022,58.400000000000006,2,1,1,有,有,有,10000,171,,0.0,0,,RPSOMLLKJIHGFBG67CC
宜蘭市,建物,宜蘭縣宜蘭市女中路三段３２７號二樓之二十二,0.0,住,,,1111020,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940914,30.119999999999997,1,0,1,有,有,有,6100,203,,0.0,0,,RPTOMLLKJIHGFBG77CC
宜蘭市,建物,宜蘭縣宜蘭市光復路３８之１號,0.0,商,,,1111110,土地0建物1車位0,全,3,透天厝,商業用,鋼筋混凝土加強磚造,,105.68,0,0,2,有,無,無,37000,350,,0.0,0,作為店面使用,RPROMLPKJIHGFBG97CC
宜蘭市,建物,宜蘭縣宜蘭市宜中路２１２號６樓之２,0.0,住,,,1111110,土地0建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0910820,35.47,1,1,1,有,有,有,6500,183,,0.0,0,水電費、瓦斯費、網路費皆由承租人負擔。,RPSOMLPKJIHGFBG08CC
壯圍鄉,建物,宜蘭縣壯圍鄉大福路二段１５０巷８８弄１６之１７號,0.0,,特定農業區,甲種建築用地,1110829,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1050224,193.61,5,2,5,有,無,有,23000,119,,0.0,0,,RPOPMLPKJIHGFBG77CC
羅東鎮,建物,宜蘭縣羅東鎮站前南路４２之７號,0.0,住,,,1111107,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0960828,105.02,2,2,2,有,無,有,12000,114,,0.0,0,水電瓦斯費及網路費由承租人負擔。,RPWNMLPKJIHGFAG28CC
羅東鎮,建物,宜蘭縣羅東鎮和平路１２８之３１號,0.0,商,,,1111111,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660312,65.4,2,1,1,有,無,有,10000,153,,0.0,0,水電費、瓦斯費、網路費皆由承租人負擔。,RPXNMLPKJIHGFAG38CC
蘇澳鎮,建物,宜蘭縣蘇澳鎮民貴街２號４樓之３,0.0,住,,,1111107,土地0建物1車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860714,68.57,1,1,1,有,無,有,6500,95,,0.0,0,水電瓦斯費及網路費由承租人負擔。,RPPPMLPKJIHGFAG77CC
