鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
湖西鄉,土地,潭邊新段593地號,23.5,,鄉村區,乙種建築用地,1101208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,140000,5957,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSJKIGGFAX86EA,0.0,0.0,0.0,無,
馬公市,土地,山水西段302地號,749.88,,一般農業區,農牧用地,1101102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22440000,29925,,0.0,0,土地交易案件之價格含未來興建房屋成本；,RPTNMLPJJIGGFAX76DA,0.0,0.0,0.0,無,001
白沙鄉,土地,赤崁中段901地號,989.08,,一般農業區,農牧用地,1101102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1080000,1092,,0.0,0,,RPXNMLMJJIGGFAX86DA,0.0,0.0,0.0,無,002
馬公市,房地(土地+建物),澎湖縣馬公市經國路１０５巷６號,74.0,商,,,1101101,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840609,218.0,5,2,5,有,無,7660000,35138,,0.0,0,買方買清。契稅由賣方負擔。,RPXNMLNJJIGGFAX96DA,186.68,31.32,0.0,無,
湖西鄉,土地,成功南段47-1地號,501.3,,一般農業區,農牧用地,1101105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,2394,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJJIGGFAX86EA,0.0,0.0,0.0,無,
湖西鄉,土地,許家段697地號,22.63,,一般農業區,農牧用地,1101101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,127829,5649,,0.0,0,含土地增值稅或其他稅費7829元；,RPSNMLMKJIGGFAX56EA,0.0,0.0,0.0,無,003
馬公市,房地(土地+建物),澎湖縣馬公市西文澳９２之１４號,100.66,住,,,1101102,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0690913,106.6,3,1,2,有,無,3660000,34334,,0.0,0,,RPSNMLQKJIGGFAX86DA,106.6,0.0,0.0,無,
馬公市,房地(土地+建物),澎湖縣馬公市樂群街４８號,71.31,住,,,1101102,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0700620,91.12,3,2,2,有,無,5660000,62116,,0.0,0,,RPSOMLQKJIGGFAX96DA,91.12,0.0,0.0,無,
西嶼鄉,房地(土地+建物),澎湖縣西嶼鄉大池角６５之６號,84.59,,一般農業區,甲種建築用地,1101110,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0730220,111.15,3,2,2,有,無,1500000,13495,,0.0,0,,RPOOMLKKJIGGFAX58DA,111.15,0.0,0.0,無,
