鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
羅東鎮,建物,宜蘭縣羅東鎮敬業路２號,0.0,商,,,1100728,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0701228,59.66,2,1,1,有,無,有,10200,171,,0.0,0,,RPSNMLQKQHGGFAG48CC
羅東鎮,建物,宜蘭縣羅東鎮民族路３３巷９之１號四樓,0.0,商,,,1100811,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0801230,26.74,1,0,1,有,無,有,5000,187,,0.0,0,,RPVNMLRKQHGGFAG88CC
五結鄉,建物,宜蘭縣五結鄉季水路清水一巷１８號５樓,0.0,,鄉村區,乙種建築用地,1100812,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870602,159.26999999999998,3,2,2,有,無,有,9000,57,坡道平面,0.0,0,,RPWNMLRKQHGGFAG98CC
羅東鎮,建物,宜蘭縣羅東鎮興東南路１６７號,0.0,住,,,1100812,土地0建物1車位0,全,4,透天厝,住家及補習班,鋼筋混凝土造,0830625,62.98,2,1,1,有,無,有,11000,175,,0.0,0,,RPOOMLRKQHGGFAG28CC
頭城鎮,建物,宜蘭縣頭城鎮文雅路三段５７巷１８號１４樓之１５,0.0,住,,,1100815,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060814,46.94,1,1,1,有,有,有,13500,288,,0.0,0,,RPSNMLTKQHGGFBG88CC
礁溪鄉,建物,宜蘭縣礁溪鄉德陽街１９之３號２樓,0.0,住,,,1100803,土地0建物1車位0,二層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850108,51.19,1,0,1,有,無,有,7300,143,,0.0,0,,RPXPMLNLQHGGFBG09CC
羅東鎮,建物,宜蘭縣羅東鎮中正南路１２７之１９號４樓,0.0,住,,,1100821,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691128,100.19,3,2,2,有,無,無,9000,90,,0.0,0,,RPUNMLOLQHGGFAG58CC
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉冬山路五段２１９號,74.91,住,,,1100823,土地1建物1車位0,一層,3,店面(店鋪),店舖、住宅,鋼筋混凝土（ＲＣ）,1030929,39.25,0,0,1,有,無,有,11000,280,,0.0,0,,RPPOMLOLQHGGFAG18CC
五結鄉,建物,宜蘭縣五結鄉大吉五路１６０巷８號４樓,0.0,,一般農業區,甲種建築用地,1100810,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840321,105.71,3,1,2,有,無,有,12500,118,,0.0,0,,RPVNMLPLQHGGFAG78CC
羅東鎮,建物,宜蘭縣羅東鎮公正路６５號５樓之２,0.0,商,,,1100809,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830302,70.03,2,1,1,有,無,有,8400,120,,0.0,0,,RPWNMLPLQHGGFAG88CC
冬山鄉,建物,宜蘭縣冬山鄉香和路３巷３弄５號,0.0,住,,,1100802,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0800307,119.06,5,2,2,有,無,有,10000,84,,0.0,0,,RPTOMLQLQHGGFAG78CC
員山鄉,房地(土地+建物)+車位,宜蘭縣員山鄉金山西路２７０巷６弄３號６樓,0.0,住,,,1100812,土地0建物1車位1,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830112,127.0,3,2,2,有,有,有,12300,97,一樓平面,0.0,0,,RPWOMLQLQHGGFBG56CC
羅東鎮,建物,宜蘭縣羅東鎮純精路三段１０９號,0.0,住,,,1100709,土地0建物1車位0,一層,3,店面(店鋪),住家用,鋼筋混凝土造,0690117,69.23,0,0,1,有,無,有,20000,289,,0.0,0,1.每月租金分二期給付。2.租期第3年若調整租金，上限為5000元整。,RPUOMLRLQHGGFAG98CC
礁溪鄉,土地,玉泉段637地號,1253.0,,特定農業區,農牧用地,1100826,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,8,,0.0,0,建物無辦理保存登記鐵皮屋,RPROMLKMQHGGFBG18CC
宜蘭市,建物,宜蘭縣宜蘭市公園路４５１巷１０號２樓,0.0,商,,,1100823,土地0建物1車位1,見其他登記事項,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1050130,139.87,4,2,2,有,有,有,20000,143,坡道平面,0.0,0,,RPUOMLKMQHGGFBG48CC
宜蘭市,建物,宜蘭縣宜蘭市東港路一段３８９號,0.0,農,,,1100830,土地0建物1車位0,全,3,透天厝,住宅、樓梯間,鋼筋混凝土造,1060511,198.93,3,1,4,有,無,無,40000,201,,0.0,0,,RPQOMLLJRHGGFBG97CC
礁溪鄉,建物,宜蘭縣礁溪鄉德陽街２１號７樓之８,0.0,住,,,1100823,土地0建物1車位0,七層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0721124,55.54,1,1,1,有,有,有,5400,97,,0.0,0,,RPVNMLMJRHGGFBG48CC
礁溪鄉,建物,宜蘭縣礁溪鄉和平路９３之８號７樓,0.0,住,,,1100904,土地0建物1車位0,七層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820708,35.64,1,0,1,有,有,有,9500,267,,0.0,0,,RPTPMLQJRHGGFBG88CC
宜蘭市,建物,宜蘭縣宜蘭市健康路二段１２３巷１２號,0.0,住,,,1100821,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0680316,100.5,6,2,3,有,無,有,15000,149,,0.0,0,,RPXPMLQJRHGGFBG66CC
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉義成路三段１６９號,115.13,住,,,1100828,土地2建物1車位0,全,3,透天厝,住宅、樓梯間,鋼骨鋼筋混凝土造,1051005,147.85,3,1,3,有,無,有,17000,115,,0.0,0,,RPSNMLQJRHGGFAG48CC
羅東鎮,建物,宜蘭縣羅東鎮純精路一段７７巷２號,0.0,住,,,1100827,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0690602,104.96,3,1,2,有,無,有,11500,110,,0.0,0,,RPVNMLSJRHGGFAG98CC
羅東鎮,建物,宜蘭縣羅東鎮民族路３３巷９之１號四樓,0.0,商,,,1100902,土地0建物0車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,0801230,26.74,1,0,1,有,無,有,5000,187,,0.0,0,,RPWNMLTJRHGGFAG56CC
礁溪鄉,建物,宜蘭縣礁溪鄉仁愛路２００號３樓之８,0.0,住,,,1100722,土地0建物1車位0,三層,24,住宅大樓(11層含以上有電梯),Ｈ２集合住宅,鋼筋混凝土造,1031120,88.9,1,1,1,有,有,有,18000,202,,0.0,0,,RPVNMLPKRHGGFBG88CC
