編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPWPMLTJKIGGFCA28DA,29,68.25,停車空間,鋼骨鋼筋混凝土造,81年11月30日,十七層,地下三層,持分移轉
RPWPMLTJKIGGFCA28DA,29,6.62,共有部分,鋼骨鋼筋混凝土造,81年11月30日,十七層,,持分移轉
RPUOMLSJJIGGFAA57DA,44,92.30,住家用,鋼筋混凝土造,66年9月16日,四層,三層 陽台,全筆移轉
RPWNMLTJKIGGFFA48EA,40,32.42,住家用,鋼筋混凝土造,70年12月31日,六層,四層 陽台,持分移轉
RPWNMLTJKIGGFFA48EA,40,1.00,共有部分,鋼筋混凝土造,70年12月31日,六層,,持分移轉
RPRNMLOJJIGGFCA07EA,40,.11,工業用,鋼筋混凝土造,70年10月19日,四層,四層 陽臺,持分移轉
RPOOMLSJJIGGFDA27DA,14,43.40,防空避難室兼停車空間,鋼骨鋼筋混凝土造,96年12月28日,二十七層,,持分移轉
RPTOMLTJJIGGFCA77DA,39,23.66,住家用,鋼筋混凝土造,71年5月31日,十二層,八層 陽台,全筆移轉
RPTOMLTJJIGGFCA77DA,39,8.67,共有部分,鋼筋混凝土造,71年5月31日,十二層,,持分移轉
RPXPMLOJJIGGFDA87DA,13,43.28,住家用,鋼筋混凝土造,98年3月31日,十八層,十五層 陽台,全筆移轉
RPXPMLOJJIGGFDA87DA,13,16.20,共有部分,鋼筋混凝土造、鋼骨造,98年3月31日,十八層,,持分移轉
RPXPMLOJJIGGFDA87DA,13,6.22,共有部分,鋼筋混凝土造,98年3月31日,十八層,,持分移轉
RPUNMLMJJIGGFEA27DA,15,30.19,自由職業事務所,鋼筋混凝土造,95年6月26日,十三層,十一層 陽台,全筆移轉
RPUNMLMJJIGGFEA27DA,15,7.94,共有部分,鋼筋混凝土造,95年6月26日,十三層,,持分移轉
RPUNMLMJJIGGFEA27DA,15,5.64,共有部分,鋼筋混凝土造,95年6月26日,十三層,,持分移轉
RPROMLLKJIGGFEA17EA,20,56.91,停車空間,鋼筋混凝土造,90年11月23日,十二層,地下二層,持分移轉
RPROMLLKJIGGFEA17EA,20,1.56,共有部分,鋼筋混凝土造,90年11月23日,十二層,,持分移轉
RPUNMLMKJIGGFAA07EA,,61.62,住家用,磚造,,一層,一層,全筆移轉
RPPPMLLKJIGGFEA96DA,49,85.40,住商用,鋼筋混凝土造,62年1月11日,四層,一層 騎樓,全筆移轉
RPQOMLMKJIGGFEA17EA,44,6.00,共有部分,鋼筋混凝土造,66年10月17日,七層,,持分移轉
RPQOMLMKJIGGFEA17EA,44,29.93,住家用,鋼筋混凝土造,66年10月17日,七層,七層 陽台,全筆移轉
RPWPMLKKRHGGFAA97EA,16,.05,商業用,鋼筋混凝土造,94年12月9日,十層,一層,持分移轉
RPWPMLKKRHGGFAA97EA,16,.01,共有部分,鋼筋混凝土造,94年12月9日,十層,,持分移轉
RPWPMLKKRHGGFAA97EA,16,.00,共有部分,鋼筋混凝土造,94年12月9日,十層,,持分移轉
RPWPMLKKRHGGFAA97EA,16,29.58,共有部分,鋼筋混凝土造,94年12月9日,十層,,持分移轉
RPQOMLMKJIGGFFA17DA,3,294.21,住家用,鋼骨造,107年8月2日,三十一層,十五層 陽臺 雨遮,全筆移轉
RPQOMLMKJIGGFFA17DA,3,5.22,本共有部分項目有梯廳等１項,鋼骨造,107年8月2日,三十一層,,持分移轉
RPQOMLMKJIGGFFA17DA,3,102.52,本共有部分項目有大廳、門廊、排煙室、門廳、排煙管道、進風管道、風除室、Ａ１梯（特別安全梯）、Ａ２梯（特別安全梯）、緊急升降機兼行動不便者使用、管理員室、景觀涼亭、緊急發電機室排氣墩、管委會使用空間、緊急發電機室進氣墩、陽台、梯廳、走廊、管委會使用空間（廚房）、消防中繼機房、民生用水箱、消防用水箱、機電設備空間（電信室）、雨遮、梯間、Ａ１梯、Ａ２梯、機電設備空間、消防水箱、機電設備空間（電梯機房）、（Ａ）民生用水箱、（Ｂ）民生用水箱、停車位等３３項,鋼骨造,107年8月2日,三十一層,,持分移轉
RPQOMLMKJIGGFFA17DA,3,175.68,本共有部分項目有防空避難室兼停車空間、汽車坡道、汽機車坡道、緊急發電機室、緊急發電機室進氣管道、緊急發電機室排氣管道、排氣管道、機房（油槽室）、機電設備空間１（進風機房）、機電設備空間２、機電設備空間３、機電設備空間４、機電設備空間５（電信室）、機電設備空間６（排風機房）、機電設備空間７、機電設備空間８、機電設備空間９、台電配電室、電錶區、防災中心、梯間、排煙室、緊急升降機兼行動不便者使用、Ａ２梯、機電設備空間７（排風機房）、機電設備空間８（進風機房）、垃圾儲藏區、Ａ２梯（安全梯）、進風管道、排風管道、停車空間、機電設備空間１０（排風機房）、機電設備空間１１（進風機房）、機電設備空間１２（排風機房）、機電設備空間１３（進風機房）、消防泵浦室、民生用水箱、機車位、汽車位等３９項,鋼骨造,107年8月2日,三十一層,,持分移轉
RPPNMLPKJIGGFBA96EA,46,9.46,共有部分,鋼筋混凝土造,64年7月23日,五層,,持分移轉
RPPNMLPKJIGGFBA96EA,46,45.57,商業用,鋼筋混凝土造,64年7月23日,五層,一層 騎樓,全筆移轉
RPQOMLPKJIGGFAA07EA,29,11.94,見使用執照,鋼筋混凝土造,81年8月11日,八層,地下層,持分移轉
RPQOMLPKJIGGFAA07EA,29,.17,共有部分,鋼筋混凝土造,81年8月11日,八層,,持分移轉
RPTNMLPKJIGGFDA57EA,39,217.30,見使用執照,鋼筋混凝土造,71年11月5日,七層,地下層,全筆移轉
RPTNMLPKJIGGFDA57EA,39,13.69,共有部分,鋼筋混凝土造,71年11月5日,七層,,持分移轉
RPSNMLPKJIGGFDA37DA,21,2.65,停車空間,鋼筋混凝土造,89年10月21日,十一層,一層 雨遮 地下一層 地下二層,持分移轉
RPSNMLPKJIGGFDA37DA,21,3.67,共有部分,鋼筋混凝土造,89年10月21日,十一層,,持分移轉
RPWNMLQKJIGGFEA08EA,43,11.16,住家用,鋼筋混凝土造,67年11月15日,四層,二層 陽台,持分移轉
RPUNMLQKJIGGFAA37DA,3,35.25,集合住宅,鋼筋混凝土造,108年1月29日,七層,七層 陽台 雨遮,全筆移轉
RPUNMLQKJIGGFAA37DA,3,21.40,共有部分，本共有部分之項目有無障礙昇降機、梯廳、管委會空間、門廳、機車停車空間、消防幫浦室、防空避難室、蓄水池、機械室（供電信使用）、台電配電場所、梯間、機械室、水箱、發電機室等１４項。,鋼筋混凝土造,108年1月29日,七層,,持分移轉
RPUNMLQKJIGGFAA37DA,3,32.83,共有部分，本共有部分之項目有停車空間、箱型循環停車設備等２項。,鋼筋混凝土造,108年1月29日,七層,,持分移轉
RPRPMLQKJIGGFCA47DA,,52.14,,加強磚造,,三層,一層,全筆移轉
RPXNMLQKJIGGFAA77EA,27,1.15,商業用,鋼筋混凝土造,83年11月8日,十三層,二層,持分移轉
RPXNMLQKJIGGFAA77EA,27,2.34,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPXNMLQKJIGGFAA77EA,27,.86,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPSPMLSJJIGGFDA77DA,16,14.12,停車空間,鋼筋混凝土造,94年10月6日,十一層,地下二層 地下三層 地下四層,持分移轉
RPSPMLSJJIGGFDA77DA,16,24.56,共有部分,鋼筋混凝土造,94年10月6日,十一層,,持分移轉
RPWOMLQKJIGGFBA77DA,53,93.65,住家用,加強磚造,57年12月18日,四層,三層,全筆移轉
RPVNMLSJJIGGFEA97DA,42,103.39,見使用執照,鋼筋混凝土造,69年1月15日,五層,一層 平台,全筆移轉
RPPPMLSJKIGGFCA57EA,15,3.04,停車空間,鋼筋混凝土造,95年11月13日,十二層,地下二層,持分移轉
RPPPMLSJKIGGFCA57EA,15,1.54,共有部分,鋼筋混凝土造,95年11月13日,十二層,,持分移轉
RPVOMLMLPHGGFBA97EA,49,31.23,商業用,鋼筋混凝土造,61年11月28日,五層,一層 騎樓 通道,持分移轉
RPVOMLMLPHGGFBA97EA,49,31.23,商業用,鋼筋混凝土造,61年11月28日,五層,一層 騎樓 通道,持分移轉
RPVOMLMLPHGGFBA97EA,49,31.23,商業用,鋼筋混凝土造,61年11月28日,五層,一層 騎樓 通道,持分移轉
RPVOMLMLPHGGFBA97EA,49,31.18,住家用,鋼筋混凝土造,61年11月28日,五層,二層,持分移轉
RPVOMLMLPHGGFBA97EA,49,31.18,住家用,鋼筋混凝土造,61年11月28日,五層,二層,持分移轉
RPVOMLMLPHGGFBA97EA,49,31.18,住家用,鋼筋混凝土造,61年11月28日,五層,二層,持分移轉
RPOOMLQKJIGGFCA07DA,20,38.80,商業用,鋼筋混凝土造,90年8月29日,十層,十層 陽台,全筆移轉
RPOOMLQKJIGGFCA07DA,20,5.35,共有部分,鋼筋混凝土造,90年8月29日,十層,,持分移轉
RPOOMLQKJIGGFCA07DA,20,.02,共有部分,鋼筋混凝土造,90年8月29日,十層,,持分移轉
RPOOMLQKJIGGFCA07DA,20,12.74,共有部分,鋼筋混凝土造,90年8月29日,十層,,持分移轉
RPOOMLQKJIGGFCA07DA,20,2.45,共有部分,鋼筋混凝土造,90年8月29日,十層,,持分移轉
RPOOMLQKJIGGFCA07DA,20,22.39,共有部分,鋼筋混凝土造,90年8月29日,十層,,持分移轉
RPOOMLQKJIGGFCA07DA,20,13.87,停車空間,鋼筋混凝土造,90年8月29日,十層,地下一層,持分移轉
RPXOMLSKJIGGFCA28EA,32,38.74,見使用執照,鋼筋混凝土造,78年5月9日,五層,地下層,持分移轉
RPTOMLQKJIGGFFA97EA,14,.47,一般事務所,鋼筋混凝土造,96年11月13日,七層,一層,持分移轉
RPTOMLQKJIGGFFA97EA,14,9.15,共有部分,鋼筋混凝土造,96年11月13日,七層,,持分移轉
RPTOMLQKJIGGFFA97EA,14,7.27,共有部分,鋼筋混凝土造,96年11月13日,七層,,持分移轉
RPVNMLMKJIGGFCA27DA,41,14.23,商業用,鋼筋混凝土造,69年7月21日,十二層,三層,全筆移轉
RPVNMLMKJIGGFCA27DA,41,4.23,共有部分,鋼筋混凝土造,69年7月21日,十二層,,持分移轉
RPPQMLMKJIGGFDA07DA,29,19.13,防空避難室兼停車場,鋼筋混凝土造,81年8月22日,七層,地下二層,持分移轉
RPWOMLSJJIGGFAA77DA,13,.04,一般事務所,鋼筋混凝土造,97年5月21日,十四層,一層,持分移轉
RPWOMLSJJIGGFAA77DA,13,.01,共有部分,鋼筋混凝土造,97年5月21日,十四層,,持分移轉
RPWOMLSJJIGGFAA77DA,13,43.42,共有部分,鋼筋混凝土造,97年5月21日,十四層,,持分移轉
RPTNMLRKJIGGFDA67DA,37,92.49,商業用,鋼筋混凝土造,73年8月30日,十二層,八層 陽台 露台,全筆移轉
RPTNMLRKJIGGFDA67DA,37,14.02,共有部分,鋼筋混凝土造,73年8月30日,十二層,,持分移轉
RPUNMLMKIIGGFAA96EA,16,.05,商業用,鋼筋混凝土造,94年12月9日,十層,一層,持分移轉
RPUNMLMKIIGGFAA96EA,16,.01,共有部分,鋼筋混凝土造,94年12月9日,十層,,持分移轉
RPUNMLMKIIGGFAA96EA,16,.00,共有部分,鋼筋混凝土造,94年12月9日,十層,,持分移轉
RPUNMLMKIIGGFAA96EA,16,29.58,共有部分,鋼筋混凝土造,94年12月9日,十層,,持分移轉
RPSPMLPKJIGGFCA47DA,18,31.55,住家用,鋼筋混凝土造,92年6月18日,十四層,三層 陽台 雨遮,全筆移轉
RPSPMLPKJIGGFCA47DA,18,15.98,共有部分,鋼筋混凝土造,92年6月18日,十四層,,持分移轉
RPSPMLPKJIGGFCA47DA,18,.21,共有部分,鋼筋混凝土造,92年6月18日,十四層,,持分移轉
RPUPMLOJJIGGFDA67EA,15,.09,一般零售業,鋼骨造,95年12月29日,十九層,一層,持分移轉
RPUPMLOJJIGGFDA67EA,15,.05,共有部分,鋼骨造,95年12月29日,十九層,,持分移轉
RPUPMLOJJIGGFDA67EA,15,32.54,共有部分,鋼骨造,95年12月29日,十九層,,持分移轉
RPVNMLRKJIGGFDA87DA,19,.16,一般事務所,鋼筋混凝土造,91年9月25日,十四層,五層 陽臺,持分移轉
RPUNMLTJJIGGFEA08EA,44,52.74,住家用,鋼筋混凝土造,67年3月2日,四層,三層 陽台,持分移轉
RPVNMLRKJIGGFDA87DA,19,.03,共有部分,鋼筋混凝土造,91年9月25日,十四層,,持分移轉
RPVNMLRKJIGGFDA87DA,19,.06,共有部分,鋼筋混凝土造,91年9月25日,十四層,,持分移轉
RPVNMLKKJIGGFEA37EA,40,121.62,住家用,鋼筋混凝土造,70年12月31日,九層,九層 陽台,全筆移轉
RPVNMLRKJIGGFDA87DA,19,12.43,共有部分,鋼筋混凝土造,91年9月25日,十四層,,持分移轉
RPVNMLKKJIGGFEA37EA,40,30.00,共有部分,鋼筋混凝土造,70年12月31日,九層,,持分移轉
RPVNMLRKJIGGFDA87DA,19,18.78,共有部分,鋼筋混凝土造,91年9月25日,十四層,,持分移轉
RPOOMLSKJIGGFBA27EA,31,32.55,住家用,鋼筋混凝土造,80年1月28日,九層,九層 陽台,全筆移轉
RPOOMLSKJIGGFBA27EA,31,4.38,共有部分,鋼筋混凝土造,80年1月28日,九層,,持分移轉
RPOOMLSKJIGGFBA27EA,31,6.31,共有部分,鋼筋混凝土造,80年1月28日,九層,,持分移轉
RPSNMLTKJIGGFAA47DA,40,97.53,住家用,鋼筋混凝土造,70年12月31日,五層,三層 陽台,全筆移轉
RPSNMLTKJIGGFAA47DA,40,14.70,共有部分,鋼筋混凝土造,70年12月31日,五層,,持分移轉
RPTOMLSKJIGGFBA67DA,43,59.84,住家用,鋼筋混凝土造,68年4月3日,十二層,九層 陽台,全筆移轉
RPVQMLLJJIGGFCA47EA,14,.15,商業用,鋼筋混凝土造,97年3月19日,十二層,一層,持分移轉
RPVQMLLJJIGGFCA47EA,14,15.96,共有部分,鋼筋混凝土造,97年3月19日,十二層,,持分移轉
RPVQMLLJJIGGFCA47EA,14,.08,共有部分,鋼筋混凝土造,97年3月19日,十二層,,持分移轉
RPPQMLSJJIGGFFA77DA,19,171.50,見使用執照,鋼筋混凝土造,92年1月7日,八層,二層 三層 陽台 雨遮,全筆移轉
RPPQMLSJJIGGFFA77DA,19,7.21,停車空間,鋼筋混凝土造,92年1月7日,八層,地下二層,持分移轉
RPPQMLSJJIGGFFA77DA,19,4.35,共有部分,鋼筋混凝土造,92年1月7日,八層,,持分移轉
RPPQMLSJJIGGFFA77DA,19,52.89,共有部分,鋼筋混凝土造,92年1月7日,八層,,持分移轉
RPPQMLSJJIGGFFA77DA,19,14.50,共有部分,鋼筋混凝土造,92年1月7日,八層,,持分移轉
RPPQMLSJJIGGFFA77DA,19,4.45,共有部分,鋼筋混凝土造,92年1月7日,八層,,持分移轉
RPPQMLSJJIGGFFA77DA,19,11.83,共有部分,鋼筋混凝土造,92年1月7日,八層,,持分移轉
RPVNMLSKJIGGFAA77EA,27,4.77,商業用,鋼筋混凝土造,83年11月8日,十三層,三層 陽台,全筆移轉
RPVNMLSKJIGGFAA77EA,27,4.02,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPVNMLSKJIGGFAA77EA,27,1.53,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPTNMLSKJIGGFAA57EA,27,4.98,商業用,鋼筋混凝土造,83年11月8日,十三層,三層 陽台,全筆移轉
RPQNMLMLJIGGFDA07EA,32,13.77,共有部分,鋼筋混凝土造,79年1月9日,十四層,,持分移轉
RPTNMLSKJIGGFAA57EA,27,4.39,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPQNMLMLJIGGFDA07EA,32,9.34,共有部分,鋼筋混凝土造,79年1月9日,十四層,,持分移轉
RPTNMLSKJIGGFAA57EA,27,1.69,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPQNMLMLJIGGFDA07EA,32,98.78,住家用,鋼筋混凝土造,79年1月9日,十四層,三層 陽台 花台,全筆移轉
RPUNMLSKJIGGFAA67EA,27,4.81,商業用,鋼筋混凝土造,83年11月8日,十三層,三層,全筆移轉
RPUNMLSKJIGGFAA67EA,27,8.58,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPUNMLSKJIGGFAA67EA,27,3.31,見使用執照,鋼筋混凝土造,83年11月8日,十三層,,持分移轉
RPWNMLSKJIGGFAA87EA,27,4.11,商業用,鋼筋混凝土造,83年11月8日,十三層,二層,全筆移轉
