鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
汐止區,建物,新北市汐止區康寧街３２８號１樓,30.08,住,,,1110509,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0790625,118.38,0,1,2,有,無,無,40000,338,,0.0,0,,RPTNMLLKNHHGFDF08CC
汐止區,車位,新北市汐止區大同路三段６１５號地下１樓等公共設施,0.0,住,,,1110418,土地0建物0車位1,,,其他,,,,42.69,0,0,0,有,有,無,3000,,坡道平面,42.69,3000,,RPUNMLLKNHHGFDF18CC
汐止區,車位,新北市汐止區大同路三段６１５號地下１樓等公共設施,0.0,住,,,1110422,土地0建物0車位1,,,其他,,,,42.69,0,0,0,有,有,無,3000,,坡道平面,42.69,3000,,RPVNMLLKNHHGFDF28CC
汐止區,車位,新北市汐止區大同路三段６１５號地下１樓等公共設施,0.0,住,,,1110501,土地0建物0車位1,,,其他,,,,42.69,0,0,0,有,有,無,2700,,坡道平面,42.69,2700,,RPWNMLLKNHHGFDF38CC
汐止區,車位,新北市汐止區大同路三段６１５號地下１樓等公共設施,8.79,住,,,1110422,土地0建物0車位1,,,其他,,,,21.34,0,0,0,有,有,無,2000,,坡道機械,21.34,2000,,RPXNMLLKNHHGFDF48CC
汐止區,房地(土地+建物),新北市汐止區大同路３段６０９號２１樓之７,5.35,住,,,1110505,土地1建物1車位0,二十一層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880201,48.55,1,1,1,有,有,有,10000,206,,0.0,0,含管理費每坪50元,RPOOMLLKNHHGFDF67CC
中和區,建物,新北市中和區中山路二段１３１巷２８號３樓,0.0,住,,,1110429,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740430,102.48,3,2,1,有,無,有,16000,156,,0.0,0,,RPVPMLLKNHHGFHF88CC
中和區,建物,新北市中和區興南路二段１４２巷１９弄５號５樓,0.0,住,,,1110422,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700518,104.57,3,2,2,有,無,有,20000,191,,0.0,0,,RPOQMLLKNHHGFHF28CC
中和區,建物,新北市中和區明禮街１１巷１８號７樓,0.0,住,,,1110429,土地0建物1車位0,七層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100830,104.25999999999999,2,2,1,有,有,有,28000,269,,0.0,0,,RPPQMLLKNHHGFHF38CC
永和區,建物,新北市永和區信義路４５號５樓,0.0,住,,,1110426,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700930,115.81,3,2,2,有,無,有,24000,207,,0.0,0,,RPQQMLLKNHHGFHF48CC
中和區,建物,新北市中和區民利街６８巷５弄１５號７樓,0.0,住,,,1110415,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941020,101.81,3,1,1,有,有,有,23000,226,,0.0,0,,RPSQMLLKNHHGFHF68CC
永和區,建物,新北市永和區秀朗路一段２０３巷４號三樓,0.0,住,,,1110430,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690515,88.29,2,2,2,有,無,有,22000,249,,0.0,0,首月有租金優惠。,RPTQMLLKNHHGFHF78CC
中和區,建物,新北市中和區景安路１４５號４樓,0.0,住,,,1110426,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660620,71.06,3,2,1,有,無,有,16000,225,,0.0,0,,RPWQMLLKNHHGFHF09CC
中和區,建物,新北市中和區明禮街１１巷２２號８樓,0.0,住,,,1110414,土地0建物1車位0,八層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100830,89.50999999999999,2,2,1,有,有,有,24000,268,,0.0,0,,RPXQMLLKNHHGFHF56CC
中和區,建物,新北市中和區自強路５４號６樓,0.0,住,,,1110426,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830107,121.78,3,2,2,有,有,有,28000,230,,0.0,0,,RPORMLLKNHHGFHF38CC
永和區,房地(土地+建物)+車位,新北市永和區環河東路四段８號二十七樓,40.48,住,,,1110505,土地1建物1車位1,二十七層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0891219,198.53,3,2,2,有,有,無,51000,257,坡道機械,40.48,0,,RPRRMLLKNHHGFHF68CC
永和區,房地(土地+建物)+車位,新北市永和區中正路５８３號四樓,13.17,商,,,1110427,土地0建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751126,154.45,3,2,2,有,有,有,33000,214,坡道平面,24.66,0,租金含管理費,RPTRMLLKNHHGFHF88CC
永和區,建物,新北市永和區豫溪街１３４號二樓,0.0,住,,,1110502,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),集合住宅,Ｒ．Ｃ構架,0610426,72.65,3,2,2,有,無,無,23000,317,,0.0,0,,RPURMLLKNHHGFHF98CC
中和區,建物,新北市中和區南山路８１巷６５號五樓,0.0,住,,,1110509,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960321,83.35,2,2,1,有,有,無,27000,324,,0.0,0,,RPVRMLLKNHHGFHF09CC
中和區,建物,新北市中和區捷運路８之１３號１７樓,0.0,其他,,,1110425,土地0建物1車位0,十七層,19,套房(1房1廳1衛),一般事務所,鋼骨鋼筋混凝土構造,1000415,63.99,1,1,1,有,有,有,22000,344,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金24445元，選擇代租方案須打九折，實際租賃契約金額為22000元；水電瓦斯、網路費及每月管理費1162元由承租人負擔。,RPXRMLLKNHHGFHF66CC
中和區,建物,新北市中和區大智街１２號二樓,0.0,住,,,1110501,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760530,116.62,3,2,2,有,無,無,25000,214,,0.0,0,,RPQSMLLKNHHGFHF68CC
永和區,建物,新北市永和區成功路一段４７巷２０號３樓,0.0,住,,,1110425,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0640325,64.52,2,2,1,有,無,有,9000,139,,0.0,0,此為新北市社會住宅包租代管計畫之物件評定市價租金為10000選擇代管方案須打9折實際租賃契約金額為9000，每月水電、瓦斯費由承租人負擔。,RPUSMLLKNHHGFHF09CC
