鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
士林區,建物,臺北市士林區德行東路１９號二樓,0.0,住,,,1110501,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721121,61.38,2,2,1,有,無,有,20000,326,,0.0,0,,RPSNMLLKNHHGFEA57CC
北投區,建物,臺北市北投區杏林二路３２號２樓,0.0,住,,,1110420,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820629,75.78,4,2,2,有,有,有,23000,304,,0.0,0,,RPTNMLLKNHHGFEA67CC
北投區,建物,臺北市北投區幽雅路７號７樓之１４,0.0,其他,,,1110415,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980205,48.8,1,1,1,有,無,有,16000,328,,0.0,0,,RPWNMLLKNHHGFEA97CC
北投區,建物,臺北市北投區溫泉路８１號６樓之１,0.0,其他,,,1110427,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831128,70.6,2,1,1,有,有,有,23000,326,,0.0,0,國家住宅及都市更新中心社會住宅包租代管第三期計畫，水電、瓦斯費及每月管理費2000元由承租人負擔。,RPQOMLLKNHHGFEA47CC
士林區,建物,臺北市士林區忠誠路２段３號１１樓,0.0,住,,,1110511,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751231,189.2,3,2,2,有,有,有,66000,349,,0.0,0,,RPTOMLLKNHHGFEA77CC
士林區,建物,臺北市士林區忠誠路二段１４０巷１８弄５號１、２樓,0.0,住,,,1110420,土地0建物1車位0,見其他登記事項,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700404,188.25,3,2,2,有,無,無,90000,478,,0.0,0,,RPPPMLLKNHHGFEA47CC
士林區,建物,臺北市士林區社中街２３１巷２８號二樓,0.0,住,,,1110506,土地0建物1車位0,見其他登記事項,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631119,86.4,3,2,1,有,無,有,15000,174,,0.0,0,國家住宅及都市更新中心辦理社會住宅包租代管第三期計畫；水電瓦斯費及每年公電費600元由承租人負擔。,RPQPMLLKNHHGFEA57CC
大同區,建物,臺北市大同區南京西路５７號十二樓之５,0.0,其他,,,1110419,土地0建物1車位0,十二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,61.64,1,1,1,有,有,有,40000,649,,0.0,0,,RPQOMLLKNHHGFBA17CC
中正區,建物,臺北市中正區忠孝東路一段８５號五樓之１,0.0,商,,,1110506,土地0建物1車位0,五層,21,辦公商業大樓,商業用,鋼筋混凝土造,0780829,200.41,2,1,0,有,有,有,115000,574,,0.0,0,,RPSOMLLKNHHGFBA37CC
